393,大春中醫診所,台東市中華路2段176號
394,忠興中醫診所,台東市文化街52-1號
395,劉嘉生中醫診所,台東市中華路一段329號
396,明德中醫診所,台東市中華路1段544號
397,聯安中醫診所,台東縣台東市更生路969號
398,許瑞昇中醫診所,台東市更生路342號
399,景春中醫診所,台東市中正路段222號
400,福壽堂中醫診所,台東縣池上鄉新生路134號
401,黃昱翰中醫診所,台東市博愛路362巷15號
402,壽春中醫診所,台東市新生路492號
403,雲品中醫診所,台東市博愛路470號
404,台東基督教醫院,台東市開封街350號
405,衛生福利部臺東醫院,台東市五權街1號
406,臺北榮民總醫院臺東分院,台東市更生路1000號
407,關山慈濟醫院,台東縣關山鎮和平路125之5號
408,金雞堂中醫診所,台東市寶桑路162號
409,道民中醫診所,台東市開封街449號
410,玉晟中醫診所,台東市光明路66之3號
411,全人中醫診所,台東市復興路188號
412,漢唐中醫診所,台東縣太麻里外環路80號
413,惠心堂中醫診所,台東縣鹿野鄉中正路9號
414,中和中醫診所,嘉義市民族路806、808號
415,星嘉中醫診所,嘉義市上海路167號
416,吉祥中醫診所,嘉義市東區興業東路317號
417,慈仁中醫診所,嘉義市志昇街71號
418,安和中醫診所,嘉義市西區友忠路935-1號
419,安美中醫診所,嘉義市東區博東路303號
420,康慧中醫診所,嘉義市西區興業西路124號
421,芳安中醫診所,嘉義市東區芳安路103號
422,立仁中醫診所,嘉義市東區立仁路331號
423,林臻瑋中醫診所,嘉義市民權路120-6號
424,新民中醫診所,嘉義西區市新民路703號2F
425,嘉冠中醫診所,嘉義市忠義街174號
426,榮光中醫診所,嘉義市文化路461號
427,寶雅中醫診所,嘉義市興業西路149號
428,鄭滄海中醫診所,嘉義縣民雄鄉中樂路75號
429,承德中醫診所,嘉義縣義竹鄉仁里村377號
430,里仁中醫診所,嘉義縣朴子市八德路47號
431,康寶中醫診所,嘉義縣布袋鎮太平路102號
432,信昌中醫診所,嘉義縣民雄鄉安和路55號
433,明ㄧ中醫診所,嘉義縣六腳鄉蒜南村五鄰400號
434,明琡中醫診所,嘉義縣大埔鄉大埔路自強巷22號
435,重安中醫診所,嘉義縣朴子市大同路262-1號
436,佑昇中醫診所,嘉義縣朴子市開元路382號
437,佳和中醫診所,嘉義縣朴子市大同路149號
438,聖康中醫診所,基隆市安樂區安樂路二段96號
439,同仁堂中醫診所,基隆市中山區西定路117號
440,邵秉家中醫診所,基隆市中正區義一路15號
441,逢安中醫診所,基隆市安樂區麥金路451號1樓
442,衛生福利部基隆醫院,基隆市信義區信二路268號
443,基隆長庚紀念醫院,基隆市安樂區麥金路222號
444,忠生中醫診所,基隆市中正區義二路142號
445,明和中醫診所,基隆市義一路90號
446,佳緣中醫診所,基隆市七堵區明德一路61號
447,良德堂中醫診所,基隆市仁愛區南榮路29號
448,德勳中醫診所,基隆市愛六路18號
449,百草堂中醫診所,基隆市孝二路81號2樓
450,李上知中醫診所,基隆市信義區仁一路25號1樓
451,瑞明中醫診所,基隆市東信路156-1號
452,阿蔓中醫診所,基隆市七堵區崇智街10號
453,李金澤中醫診所,基隆市仁愛區愛一路26號2樓
454,慈靉中醫診所,基隆市七堵區光明路19號
455,聯合中醫診所,基隆市仁愛區孝二路10號
456,弘春堂中醫診所,台中市后里區民生路61號
457,杏安堂中醫診所,台中市中區三民路二段133號1F
458,樂活中醫診所,台中市北屯區軍功路一段607號
459,元春堂中醫診所,台中市太平區育賢路141號
460,喜樂中醫診所,台中市南區建成路1163號
461,聯安中醫診所,台中市潭子區中山路一段179號
462,東方中醫診所,台中市沙鹿區沙田路48-5號
463,圓運動中醫診所,台中市西區中美街280號
464,德濟中醫聯合診所,台中市太平區太平路467號
465,翔甯中醫診所,台中市神岡區中山路17號1樓
466,吉祥中醫診所,台中市烏日區中山路一段363號
467,三曜中醫診所,台中市大里區東榮路655號
468,禾明中醫診所,台中市太平區樹德路235號
469,德和堂中醫診所,台中市神岡區豐洲路367號
470,太平和懿堂中醫診所,台中市太平區樹孝路39-10號
471,和懿堂中醫診所,台中市大里區立中街89號
472,有生堂中醫診所,台中市太平區中興路48號
473,益民中醫診所,台中市大里區大里路39-12號
474,興大中醫診所,台中市南區學府路96號
475,乙仁中醫診所,台中市潭子區頭張路一段43號
476,根源中醫診所,台中市霧峰區光明街66號
477,一品堂大里中醫診所,台中市大里區永大街20號
478,太極中醫診所,台中市太平區中山路三段20號
479,常益中醫診所,臺中市霧峰區中正路1171-2號1、2樓
480,昀闛中醫,台中市西屯區永福路37號
481,沐風中醫診所,台中市太平區宜昌路562號
482,長春中醫診所,台中市太平區中興東路218-1號
483,保順中醫診所,台中市西區大隆路32號
484,頂城中醫診所,台中市大里區中興路一段167-13號
485,博醫堂中醫診所,台中市南屯區大隆路115號1F
486,日安堂中醫診所,台中市烏日區仁德里信義街155號
487,華濟中醫診所,台中市烏日區溪南路一段640號
488,德彥中醫診所,台中市大里區德芳南一街30號
489,惠民中醫診所,台中市大肚區沙田路一段452-2號
490,天真中醫診所,台中市大里區中興路二段359號
491,吉美中醫診所,台中市太平區育賢路263號
492,德心中醫診所,台中市太平區樹德路98-11號
493,東方烏日中醫診所,台中市烏日區信義街86號
494,康庭中醫診所,台中市清水區北寧街78-1號
495,敦和中醫診所,台中市大雅區學府路467巷8號1樓
496,笙華中醫診所,台中市沙鹿區鎮南路二段227號
497,廣芯中醫診所,台中市北屯區松竹五路二段29號
498,聖原中醫診所,台中市大雅區上楓里民權街130號
499,鵲慈中醫診所,台中市石岡區石岡街1號
500,得祐中醫診所,台中市西屯區光明路52-49號
501,誠佑中醫診所,台中市豐原區圓環東路393號1樓
502,永生中醫診所,台中市太平區中山路二段533號
503,一品堂豐原中醫診所,台中市豐原區圓環北路2段161號
504,一品堂大甲中醫診所,台中市大甲區光明路140號
505,順心中醫診所,台中市后里區甲后路579號
506,一品堂北屯中醫診所,台中市北屯區昌平路二段33號
507,一品堂中醫診所,台中市沙鹿區四平街66號
508,全真中醫診所,台中市大里區仁化路407號
509,蕙心中醫診所,台中市豐原區中山路343號
510,達春中醫診所,台中市太平區中興路47號
511,衛生福利部豐原醫院,台中市豐原區安康路100號
512,光田綜合醫院,台中市沙鹿區沙田路117號
513,童綜合醫院,台中市梧棲區臺灣大道八段699號
514,台中慈濟醫院,台中市潭子區豐興路一段88號
515,京聖中醫診所,台中市豐原區中山路435號
516,黃柯埠中醫診所,台中市豐原區中山路552號1樓
517,正東勢仁心堂中醫診所,台中市東勢區延平里豐勢路237號1樓
518,仁合堂中醫診所,台中市清水區中山路433號 1樓
519,同濟堂中醫診所,台中市沙鹿區中山路477-5號
520,康珵中醫診所,台中市沙鹿區中正街42號
521,道然中醫診所,台中市潭子區中山路二段68號
