209.209.9.152 - - [25/Sep/2022:06:42:08 +0800] "GET /~ckhung/ HTTP/1.0" 200 13682 "-" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; .NET CLR 1.5.8512)"
60.250.152.211 - - [25/Sep/2022:11:33:37 +0800] "GET /apple-touch-icon.png HTTP/1.1" 404 524 "-" "MobileSafari/604.1 CFNetwork/978.0.7 Darwin/18.6.0"
152.89.196.23 - - [25/Sep/2022:11:39:05 +0800] "GET /remote/fgt_lang?lang=/../../../..//////////dev/cmdb/sslvpn_websession HTTP/1.1" 404 5182 "-" "Python-urllib/3.8"
138.68.163.102 - - [25/Sep/2022:11:42:49 +0800] "\x16\x03\x01" 400 0 "-" "-"
192.241.205.224 - - [25/Sep/2022:12:09:40 +0800] "GET /owa/auth/logon.aspx?url=https%3a%2f%2f1%2fecp%2f HTTP/1.1" 404 4984 "-" "Mozilla/5.0 zgrab/0.x"
180.217.117.38 - - [25/Sep/2022:12:43:56 +0800] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 5065 "-" "MobileSafari/604.1 CFNetwork/978.0.7 Darwin/18.7.0"
180.217.117.38 - - [25/Sep/2022:12:43:56 +0800] "GET /apple-touch-icon.png HTTP/1.1" 404 524 "-" "MobileSafari/604.1 CFNetwork/978.0.7 Darwin/18.7.0"
180.217.117.38 - - [25/Sep/2022:12:43:57 +0800] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 524 "-" "MobileSafari/604.1 CFNetwork/978.0.7 Darwin/18.7.0"
60.250.152.211 - - [25/Sep/2022:13:00:01 +0800] "GET /~doofenshmirtz/saas/bus/taichung/timing4.php?rid=25&timeformat=0&refresh=0 HTTP/1.1" 200 7007 "-" "Mozilla/5.0 (iPad; CPU OS 12_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Mobile/15E148 Safari/604.1"
60.250.152.211 - - [25/Sep/2022:13:00:05 +0800] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 524 "-" "MobileSafari/604.1 CFNetwork/978.0.7 Darwin/18.6.0"
60.250.152.211 - - [25/Sep/2022:13:00:05 +0800] "GET /apple-touch-icon-152x152.png HTTP/1.1" 404 524 "-" "MobileSafari/604.1 CFNetwork/978.0.7 Darwin/18.6.0"
78.108.246.92 - - [25/Sep/2022:13:05:20 +0800] "GET / HTTP/1.1" 200 11003 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36"
138.68.163.102 - - [25/Sep/2022:13:06:13 +0800] "GET / HTTP/1.1" 200 3371 "-" "Mozilla/5.0 zgrab/0.x"
18.139.255.59 - - [25/Sep/2022:13:34:02 +0800] "GET /~ckhung/b/al/asympt.php HTTP/1.1" 200 10296 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1 Safari/605.1.15"
114.140.73.41 - - [25/Sep/2022:13:51:53 +0800] "GET /apple-touch-icon-152x152.png HTTP/1.1" 404 524 "-" "MobileSafari/604.1 CFNetwork/978.0.7 Darwin/18.7.0"
114.140.73.41 - - [25/Sep/2022:13:51:53 +0800] "GET /apple-touch-icon-152x152-precomposed.png HTTP/1.1" 404 524 "-" "MobileSafari/604.1 CFNetwork/978.0.7 Darwin/18.7.0"
114.140.73.41 - - [25/Sep/2022:13:51:53 +0800] "GET /apple-touch-icon.png HTTP/1.1" 404 524 "-" "MobileSafari/604.1 CFNetwork/978.0.7 Darwin/18.7.0"
3.252.122.191 - - [25/Sep/2022:14:14:37 +0800] "GET /~ckhung/b/c/sitio.c HTTP/1.1" 200 2942 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1 Safari/605.1.15"
147.92.153.5 - - [25/Sep/2022:14:39:18 +0800] "GET /~ckhung/g/bsp.php?id=09bg HTTP/1.1" 200 7387 "-" "Mozilla/5.0 (compatible; Linespider/1.1; +https://lin.ee/4dwXkTH)"
180.217.117.38 - - [25/Sep/2022:15:10:40 +0800] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 524 "-" "MobileSafari/604.1 CFNetwork/978.0.7 Darwin/18.7.0"
180.217.117.38 - - [25/Sep/2022:15:10:40 +0800] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 524 "-" "MobileSafari/604.1 CFNetwork/978.0.7 Darwin/18.7.0"
180.217.117.38 - - [25/Sep/2022:15:10:41 +0800] "GET /apple-touch-icon.png HTTP/1.1" 404 524 "-" "MobileSafari/604.1 CFNetwork/978.0.7 Darwin/18.7.0"
138.68.163.102 - - [25/Sep/2022:15:14:08 +0800] "\x16\x03\x01" 400 0 "-" "-"
147.92.153.5 - - [25/Sep/2022:15:19:17 +0800] "GET /~ckhung/g/bsp.php?id=157a HTTP/1.1" 200 13275 "-" "Mozilla/5.0 (compatible; Linespider/1.1; +https://lin.ee/4dwXkTH)"
35.212.129.30 - - [25/Sep/2022:16:24:53 +0800] "GET / HTTP/1.1" 301 540 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko; compatible; BW/1.1; bit.ly/3eZNDnO; ef5b4da319) Chrome/84.0.4147.105 Safari/537.36"
20.239.2.9 - - [25/Sep/2022:16:32:14 +0800] "GET /public/static/admin/lib/webuploader/server/preview.php HTTP/1.1" 301 685 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:48.0) Gecko/20100101 Firefox/48.0"
20.239.2.9 - - [25/Sep/2022:16:48:17 +0800] "GET /static/lib/webuploader/0.1.5/server/preview.php HTTP/1.1" 301 671 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:48.0) Gecko/20100101 Firefox/48.0"
34.243.17.183 - - [25/Sep/2022:16:52:03 +0800] "GET /~ckhung/c/is192g/topics.php HTTP/1.1" 200 8854 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1 Safari/605.1.15"
103.153.254.110 - - [25/Sep/2022:17:20:33 +0800] "GET / HTTP/1.1" 200 7998 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:76.0) Gecko/20100101 Firefox/76.0"
2.189.222.191 - - [25/Sep/2022:17:58:36 +0800] "GET / HTTP/1.1" 200 11003 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36"
147.92.153.17 - - [25/Sep/2022:18:18:55 +0800] "GET /~ckhung/g/bsp.php?id=126a HTTP/1.1" 200 15125 "-" "Mozilla/5.0 (compatible; Linespider/1.1; +https://lin.ee/4dwXkTH)"
18.157.73.10 - - [25/Sep/2022:18:39:35 +0800] "GET /.git/HEAD HTTP/1.1" 404 5208 "-" "Python-urllib/3.7"
103.153.254.110 - - [25/Sep/2022:18:54:57 +0800] "GET / HTTP/1.1" 200 7998 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:76.0) Gecko/20100101 Firefox/76.0"
20.239.2.9 - - [25/Sep/2022:19:22:37 +0800] "GET /public/static/lib/webuploader/0.1.5/server/preview.php HTTP/1.1" 301 685 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:48.0) Gecko/20100101 Firefox/48.0"
20.239.2.9 - - [25/Sep/2022:19:56:32 +0800] "GET /static/hui/lib/webuploader/0.1.5/server/preview.php HTTP/1.1" 301 679 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:48.0) Gecko/20100101 Firefox/48.0"
85.103.161.42 - - [25/Sep/2022:19:57:37 +0800] "GET / HTTP/1.0" 200 11022 "-" "-"
223.139.200.222 - - [25/Sep/2022:20:16:07 +0800] "GET /~doofenshmirtz/saas/bus/taichung/timing4.php?rid=28&timeformat=0&refresh=0&reverse=0&hidecar=1&dark=0 HTTP/1.1" 200 7014 "-" "Mozilla/5.0 (iPad; CPU OS 14_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/87.0.4280.163 Mobile/15E148 Safari/604.1"
37.8.106.96 - - [25/Sep/2022:20:19:12 +0800] "GET / HTTP/1.1" 200 11003 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36"
20.239.2.9 - - [25/Sep/2022:20:31:17 +0800] "GET /Public/webuploader/0.1.5/server/preview.php HTTP/1.1" 301 663 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:48.0) Gecko/20100101 Firefox/48.0"
13.230.219.34 - - [25/Sep/2022:20:38:27 +0800] "GET /~ckhung/saas/bus/taichung/timing4.php?hidecar=0&dark=0&ivrno=3246&stopID=7481&timeformat=0&rid=151&reverse=0&stopName=%E6%9C%9D%E9%99%BD%E7%A7%91%E6%8A%80%E5%A4%A7%E5%AD%B8 HTTP/1.1" 404 469 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1 Safari/605.1.15"
103.149.170.216 - - [25/Sep/2022:21:32:04 +0800] "GET /phpmyadmin/index.php HTTP/1.1" 404 489 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3464.0 Safari/537.36"
185.130.227.105 - - [25/Sep/2022:21:41:02 +0800] "GET /glabman/startup HTTP/1.1" 200 5567 "https://newtoypia.blogspot.com/2021/10/glabman.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36"
114.44.22.100 - - [25/Sep/2022:22:03:47 +0800] "GET /~doofenshmirtz/sickhuman/index.php HTTP/1.1" 404 5260 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36 Edg/105.0.1343.50"
54.180.161.91 - - [25/Sep/2022:22:28:26 +0800] "GET /~ckhung/b/sa/chroot.php HTTP/1.1" 200 7664 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1 Safari/605.1.15"
65.109.13.167 - - [25/Sep/2022:22:43:32 +0800] "GET /~doofenshmirtz/saas/bus/taichung/timing4.php?rid=213&timeformat=0&refresh=0&reverse=0&hidecar=0&dark=0&ivrno=1689&stopID=5468&stopName=%E6%9C%88%E7%9C%89%E7%B3%96%E5%BB%A0 HTTP/1.1" 200 7066 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36"
132.230.194.178 - - [26/Sep/2022:00:01:29 +0800] "GET /ftp/18/imagenet_fall11_urls.tgz HTTP/1.1" 200 26538001 "https://github.com/xkumiyu/imagenet-downloader/issues/21" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36"
164.92.219.59 - - [26/Sep/2022:00:48:08 +0800] "GET /api/v1 HTTP/1.1" 404 5219 "-" "python-requests/2.22.0"
223.141.9.118 - - [26/Sep/2022:01:23:36 +0800] "GET / HTTP/1.1" 301 577 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Mobile/15E148 Safari/604.1"
34.85.144.234 - - [26/Sep/2022:02:12:32 +0800] "GET / HTTP/1.1" 200 11003 "-" "-"
138.68.163.102 - - [26/Sep/2022:03:34:18 +0800] "\x16\x03\x01" 400 0 "-" "-"
15.164.242.243 - - [26/Sep/2022:03:55:29 +0800] "GET /~ckhung/b/al/asympt.ex.txt HTTP/1.1" 200 598 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1 Safari/605.1.15"
138.68.163.102 - - [26/Sep/2022:04:15:45 +0800] "\b\x8b\xee\xe7'\xfa\x07&^0\xe9\n" 400 0 "-" "-"
138.68.163.102 - - [26/Sep/2022:04:15:47 +0800] "GET / HTTP/1.1" 200 3371 "-" "Mozilla/5.0 zgrab/0.x"
34.253.170.73 - - [26/Sep/2022:04:42:20 +0800] "GET /~ckhung/b/dg/inscribing.fgeo HTTP/1.1" 200 6916 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1 Safari/605.1.15"
138.68.163.102 - - [26/Sep/2022:05:39:24 +0800] "GET /ab2g HTTP/1.1" 404 4984 "-" "Mozilla/5.0 zgrab/0.x"
163.17.9.3 - - [26/Sep/2022:06:03:13 +0800] "GET /nextcloud/core/doc/user/index.html HTTP/1.1" 200 11425 "-" "curl/7.52.1"
124.8.173.13 - - [02/Oct/2022:06:05:43 +0800] "GET /~ckhung/i/rss.png HTTP/1.1" 200 672 "https://v.im.cyut.edu.tw/~ckhung/g/p/2020.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36"
124.8.173.13 - - [02/Oct/2022:06:11:25 +0800] "GET /~ckhung/i/jq/fancybox_loading.gif HTTP/1.1" 404 5260 "https://v.im.cyut.edu.tw/~ckhung/g/p/2020.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36"
124.8.173.13 - - [02/Oct/2022:06:11:25 +0800] "GET /~ckhung/i/jq/fancybox_sprite@2x.png HTTP/1.1" 404 524 "https://v.im.cyut.edu.tw/~ckhung/g/p/2020.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36"
64.124.8.46 - - [02/Oct/2022:06:18:12 +0800] "GET /~ckhung/v/mkv.php HTTP/1.1" 200 4247 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.79 Safari/537.36"
64.124.8.46 - - [02/Oct/2022:06:19:01 +0800] "GET /~ckhung/sr/long-tail.php HTTP/1.1" 200 11624 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.79 Safari/537.36"
64.124.8.46 - - [02/Oct/2022:06:28:03 +0800] "GET /~ckhung/e/e18629.svg HTTP/1.1" 304 4681 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.79 Safari/537.36"
64.124.8.46 - - [02/Oct/2022:06:37:08 +0800] "GET /~ckhung/mm/office21.svg HTTP/1.1" 304 4680 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.79 Safari/537.36"
64.124.8.46 - - [02/Oct/2022:06:45:05 +0800] "GET /~ckhung/e/e14a24-it-at-work.svg HTTP/1.1" 304 4681 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.79 Safari/537.36"
64.124.8.46 - - [02/Oct/2022:06:51:49 +0800] "GET /~ckhung/b/dg HTTP/1.1" 301 5102 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.79 Safari/537.36"
64.124.8.46 - - [02/Oct/2022:06:55:43 +0800] "GET /~ckhung/b/c/lt_scope.c HTTP/1.1" 304 4679 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.79 Safari/537.36"
64.124.8.46 - - [02/Oct/2022:07:03:33 +0800] "GET /~ckhung/b/is/sotr.php HTTP/1.1" 200 16802 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.79 Safari/537.36"
173.252.83.11 - - [02/Oct/2022:07:21:07 +0800] "GET /~doofenshmirtz/saas/bus/taichung/timing4.php?rid=105&timeformat=0&refresh=2&reverse=1&hidecar=1 HTTP/1.1" 403 5012 "-" "facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)"
64.124.8.50 - - [02/Oct/2022:07:26:54 +0800] "GET /~ckhung/b/c/randwalk.c HTTP/1.1" 304 4679 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.79 Safari/537.36"
64.124.8.50 - - [02/Oct/2022:07:28:17 +0800] "GET /~ckhung/b/tcl/demo/b5tm HTTP/1.1" 304 154 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.79 Safari/537.36"
64.124.8.50 - - [02/Oct/2022:07:32:18 +0800] "GET /~ckhung/b/tk/pl/framework HTTP/1.1" 304 4679 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.79 Safari/537.36"
64.124.8.50 - - [02/Oct/2022:07:37:50 +0800] "GET /~ckhung/b/cxx/date.cc HTTP/1.1" 304 4679 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.79 Safari/537.36"
64.124.8.50 - - [02/Oct/2022:07:40:22 +0800] "GET /~ckhung/b/c/pi.c HTTP/1.1" 304 4679 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.79 Safari/537.36"
178.62.106.82 - - [02/Oct/2022:07:40:55 +0800] "\x16\x03\x01" 400 0 "-" "-"
64.124.8.50 - - [02/Oct/2022:07:41:21 +0800] "GET /~ckhung/b/tk/pl/ HTTP/1.1" 200 5455 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.79 Safari/537.36"
13.71.1.165 - - [02/Oct/2022:07:42:20 +0800] "GET / HTTP/1.1" 200 15842 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36"
13.71.1.165 - - [02/Oct/2022:07:42:20 +0800] "GET / HTTP/1.1" 200 11116 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36"
13.71.1.165 - - [02/Oct/2022:07:42:20 +0800] "GET //wordpress/wp-includes/wlwmanifest.xml HTTP/1.1" 404 524 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36"
13.71.1.165 - - [02/Oct/2022:07:42:21 +0800] "GET //news/wp-includes/wlwmanifest.xml HTTP/1.1" 404 524 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36"
13.71.1.165 - - [02/Oct/2022:07:42:21 +0800] "GET //shop/wp-includes/wlwmanifest.xml HTTP/1.1" 404 524 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36"
13.71.1.165 - - [02/Oct/2022:07:42:22 +0800] "GET //media/wp-includes/wlwmanifest.xml HTTP/1.1" 404 524 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36"
13.71.1.165 - - [02/Oct/2022:07:42:22 +0800] "GET //cms/wp-includes/wlwmanifest.xml HTTP/1.1" 404 524 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36"
64.124.8.50 - - [02/Oct/2022:07:43:02 +0800] "GET /~ckhung/b/al/subsetsum HTTP/1.1" 304 4679 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.79 Safari/537.36"
64.124.8.50 - - [02/Oct/2022:07:47:03 +0800] "GET /~ckhung/b/lp/ex1.lp HTTP/1.1" 304 4678 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.79 Safari/537.36"
64.124.8.50 - - [02/Oct/2022:07:48:46 +0800] "GET /~ckhung/b/lp/ex2.lp HTTP/1.1" 304 4678 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.79 Safari/537.36"
64.124.8.50 - - [02/Oct/2022:07:50:02 +0800] "GET /~ckhung/b/tk/pl/some_tk HTTP/1.1" 304 4679 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.79 Safari/537.36"
103.153.254.110 - - [02/Oct/2022:07:51:45 +0800] "GET / HTTP/1.1" 200 7998 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:76.0) Gecko/20100101 Firefox/76.0"
64.124.8.50 - - [02/Oct/2022:07:53:38 +0800] "GET /~ckhung/b/c/gdb.php HTTP/1.1" 200 6795 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.79 Safari/537.36"
64.124.8.50 - - [02/Oct/2022:07:58:42 +0800] "GET /~ckhung/b/tcl/compint.cgi HTTP/1.1" 304 4679 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.79 Safari/537.36"
64.124.8.50 - - [02/Oct/2022:08:04:14 +0800] "GET /~ckhung/b/ma/accel.fgeo HTTP/1.1" 304 4680 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.79 Safari/537.36"
64.124.8.50 - - [02/Oct/2022:08:07:40 +0800] "GET /~ckhung/b/cxx/school.cc HTTP/1.1" 304 4679 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.79 Safari/537.36"
64.124.8.50 - - [02/Oct/2022:08:12:56 +0800] "GET /~ckhung/b/svg/kmu.svg HTTP/1.1" 304 4680 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.79 Safari/537.36"
64.124.8.50 - - [02/Oct/2022:08:14:08 +0800] "GET /~ckhung/b/pl/demo/knight HTTP/1.1" 304 4679 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.79 Safari/537.36"
46.249.32.209 - - [02/Oct/2022:08:26:20 +0800] "GET / HTTP/1.1" 200 3390 "-" "Linux Gnu (cow)"
178.62.106.82 - - [02/Oct/2022:08:45:40 +0800] "GET / HTTP/1.1" 200 3371 "-" "Mozilla/5.0 zgrab/0.x"
173.252.79.2 - - [02/Oct/2022:08:53:36 +0800] "GET /~doofenshmirtz/sickhuman/ogimage.jpg HTTP/1.1" 403 5263 "-" "facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)"
178.62.106.82 - - [02/Oct/2022:09:22:42 +0800] "GET /ab2g HTTP/1.1" 404 4984 "-" "Mozilla/5.0 zgrab/0.x"
178.62.106.82 - - [02/Oct/2022:09:22:49 +0800] "GET / HTTP/1.0" 400 0 "-" "-"
173.252.79.20 - - [02/Oct/2022:09:41:06 +0800] "GET /~doofenshmirtz/sickhuman/getpic.php?u=bageneric02&e=1114838618563608 HTTP/1.1" 403 5263 "-" "facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)"
159.203.83.117 - - [02/Oct/2022:10:08:15 +0800] "GET / HTTP/1.1" 200 8035 "-" "Mozilla/5.0 (X11; Linux x86_64; rv:73.0) Gecko/20100101 Firefox/73.0"
46.249.32.209 - - [02/Oct/2022:10:35:28 +0800] "GET / HTTP/1.1" 200 3390 "-" "Linux Gnu (cow)"
135.125.93.245 - - [02/Oct/2022:11:01:13 +0800] "GET beacon.http-get HTTP/1.1" 400 484 "-" "Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/5.0)"
